chunk_text,predicted_label,confidence,greenwashing_probability,sentiment_label,sentiment_score,suspicious_phrases,highlighted_html
"Ecolab helps SAP minimize risks and avoid unexpected costs that challenge the data center industry. solutions 3D TRASAR™ Cooling Water Technology Comprehensive water safety management plan SAP is not only a leader in the software industry, it is a leader in water safety management practices.",greenwashing,0.5923046087100707,0.5923046087100707,neutral,-0.14907119849998599,,"Ecolab helps SAP minimize risks and avoid unexpected costs that challenge the data center industry. solutions 3D TRASAR™ Cooling Water Technology Comprehensive water safety management plan SAP is not only a leader in the software industry, it is a leader in water safety management practices."
"As digital traffic grows, data centers are experiencing a global growth spurt. Data centers are buildings of servers that produce heat, so they require cooling, which takes large amounts of water and energy.",greenwashing,0.5619786905791041,0.5619786905791041,neutral,0.0,,"As digital traffic grows, data centers are experiencing a global growth spurt. Data centers are buildings of servers that produce heat, so they require cooling, which takes large amounts of water and energy."
"Ecolab’s comprehensive 2018 Corporate Sustainability Report, for reporting period January 1 through December 31, 2018, is available at www.ecolab.com/sustainability. The report has been completed in alignment with the guidelines of the Global Reporting Initiative’s GRI Standards.",greenwashing,0.5465840865668055,0.5465840865668055,neutral,0.0,,"Ecolab’s comprehensive 2018 Corporate Sustainability Report, for reporting period January 1 through December 31, 2018, is available at www.ecolab.com/sustainability. The report has been completed in alignment with the guidelines of the Global Reporting Initiative’s GRI Standards."
"We can’t turn the world around all by ourselves, but together, we are key to getting things moving. That’s why we must set big, ambitious goals. Change is always hard. It’s best to make sure the returns are worth the work.",greenwashing,0.5346809200242518,0.5346809200242518,neutral,0.0,,"We can’t turn the world around all by ourselves, but together, we are key to getting things moving. That’s why we must set big, ambitious goals. Change is always hard. It’s best to make sure the returns are worth the work."
"EPA local factor of 1.5 lb CO2e/kwh. https://www.epa.gov/energy/greenhouse-gas-equivalencies-calculator 2ADM 2016 Sustainability Report. https://assets.adm.com/Sustainability/ADM_Sustainability_CorporateSustainabilityReport_2016.pdf. (page 29 in report, page 31 on the PDF page), based on 2008 baseline.",greenwashing,0.5336441797067716,0.5336441797067716,neutral,0.0,,"EPA local factor of 1.5 lb CO2e/kwh. https://www.epa.gov/energy/greenhouse-gas-equivalencies-calculator 2ADM 2016 Sustainability Report. https://assets.adm.com/Sustainability/ADM_Sustainability_CorporateSustainabilityReport_2016.pdf. (page 29 in report, page 31 on the PDF page), based on 2008 baseline."
"Whether it’s saving water and energy or reducing waste and greenhouse gas emissions, there’s a growing realization that these priorities go hand in hand with business growth and profitability.",greenwashing,0.5331627307344942,0.5331627307344942,negative,-0.1796053020267749,,"Whether it’s saving water and energy or reducing waste and greenhouse gas emissions, there’s a growing realization that these priorities go hand in hand with business growth and profitability."
"ECOLAB SUSTAINABILITY REPORT 2018 35 2018 SAFETY METRICS Our overarching safety goal is zero incidents. But Goal Zero is not just a number, it is a journey. On the way there, Ecolab places great value on training and education.",greenwashing,0.5319374887995679,0.5319374887995679,positive,0.16666666666666666,,"ECOLAB SUSTAINABILITY REPORT 2018 35 2018 SAFETY METRICS Our overarching safety goal is zero incidents. But Goal Zero is not just a number, it is a journey. On the way there, Ecolab places great value on training and education."
"The key element is the Stealth™ Fly Station, a reflective device that attracts flies before they can enter a facility. The customer received organic certification for the new product line.",greenwashing,0.528686560022878,0.528686560022878,neutral,0.0,,"The key element is the Stealth™ Fly Station, a reflective device that attracts flies before they can enter a facility. The customer received organic certification for the new product line."
"We’re learning all the time.” For a small restaurant, optimizing chemistries and equipment also is a cost-saver. At The Buttered Tin, cleaning products, detergents and sanitizers are a significant weekly expense, so Ecolab’s highly efficient products not only save water and energy, but also money.",greenwashing,0.5264411736550537,0.5264411736550537,neutral,0.14433756729740646,,"We’re learning all the time.” For a small restaurant, optimizing chemistries and equipment also is a cost-saver. At The Buttered Tin, cleaning products, detergents and sanitizers are a significant weekly expense, so Ecolab’s highly efficient products not only save water and energy, but also money."
"Now is the time to get water-smart. 24 ECOLAB SUSTAINABILITY REPORT 2018 25 PARTNERSHIPS FOR PEOPLE AND NATURE COMMUNITY RELATIONS TRAINING THE NEXT GENERATION OF EXPERTS With sustainability concerns growing in importance for business and society, it is vital that we build a steady pipeline of experts offering fresh ideas and solutions.",greenwashing,0.522806951686538,0.522806951686538,neutral,0.0,,"Now is the time to get water-smart. 24 ECOLAB SUSTAINABILITY REPORT 2018 25 PARTNERSHIPS FOR PEOPLE AND NATURE COMMUNITY RELATIONS TRAINING THE NEXT GENERATION OF EXPERTS With sustainability concerns growing in importance for business and society, it is vital that we build a steady pipeline of experts offering fresh ideas and solutions."
"While designing these sites, the company’s engineers worked with Ecolab to ensure proper water safety practices were in place. This included implementing Ecolab’s 3D TRASAR™ Technology and a comprehensive water management plan.",greenwashing,0.5166972257147996,0.5166972257147996,neutral,0.0,,"While designing these sites, the company’s engineers worked with Ecolab to ensure proper water safety practices were in place. This included implementing Ecolab’s 3D TRASAR™ Technology and a comprehensive water management plan."
"Whether it is reusing and recycling water, reducing our waste, energy use and greenhouse gas emissions or collaborating with the community to make the most sustainable use of shared resources, we are always working to reduce our environmental footprint.",greenwashing,0.514942645455672,0.514942645455672,neutral,0.0,,"Whether it is reusing and recycling water, reducing our waste, energy use and greenhouse gas emissions or collaborating with the community to make the most sustainable use of shared resources, we are always working to reduce our environmental footprint."
"Now is the time to make a difference. Together, we drive the progress the world needs. VALUE. DELIVERED. Value creation is the primary aim of any business. At Ecolab, we deliver results, whether it’s operational efficiency, quality, safety, or sustainability benefits such as reduced water and energy usage or greenhouse gas emissions. eROI is how we prove it. eROI means exponential return on investment.",greenwashing,0.5108565124480654,0.5108565124480654,positive,0.3721042037676254,,"Now is the time to make a difference. Together, we drive the progress the world needs. VALUE. DELIVERED. Value creation is the primary aim of any business. At Ecolab, we deliver results, whether it’s operational efficiency, quality, safety, or sustainability benefits such as reduced water and energy usage or greenhouse gas emissions. eROI is how we prove it. eROI means exponential return on investment."
"Ecolab Pest Elimination had worked with the company for many years, administering pesticides three times a week. To produce organic snacks, the company needed to adjust its processes and find a solution that met organic certification requirements.",greenwashing,0.5101640876898513,0.5101640876898513,neutral,0.0,,"Ecolab Pest Elimination had worked with the company for many years, administering pesticides three times a week. To produce organic snacks, the company needed to adjust its processes and find a solution that met organic certification requirements."
"ADM has a key role to play in feeding the world, and it counts environmental responsibility among its core values. In alignment with the UN Sustainable Development Goals, the company aims to: • Reduce water usage intensity by 15 percent by 20182 • Reduce energy intensity by 15 percent by 20203 • Reduce greenhouse gas emissions intensity by 15 percent by 20203 INNOVATION ADM worked with Ecolab to develop a sustainable process to drive water management improvements across its global operations.",greenwashing,0.5063319017327575,0.5063319017327575,positive,0.3535533905932738,,"ADM has a key role to play in feeding the world, and it counts environmental responsibility among its core values. In alignment with the UN Sustainable Development Goals, the company aims to: • Reduce water usage intensity by 15 percent by 20182 • Reduce energy intensity by 15 percent by 20203 • Reduce greenhouse gas emissions intensity by 15 percent by 20203 INNOVATION ADM worked with Ecolab to develop a sustainable process to drive water management improvements across its global operations."
"Its Mission Hills plant in water-scarce Mexico is a prime example of the company putting its principles into action. ANNUAL SAVINGS 315,000 kWh of energy saved per year 87,900 minutes [1,465 hours = 8.7 full weeks] of cleaning and sanitizing time saved per year WATER solutions Risil Mat™ detergent Oxonia Active™ sanitizer INSIGHT Colgate-Palmolive has a strong and longstanding commitment to sustainability.",greenwashing,0.5056657040399846,0.5056657040399846,neutral,0.0,,"Its Mission Hills plant in water-scarce Mexico is a prime example of the company putting its principles into action. ANNUAL SAVINGS 315,000 kWh of energy saved per year 87,900 minutes [1,465 hours = 8.7 full weeks] of cleaning and sanitizing time saved per year WATER solutions Risil Mat™ detergent Oxonia Active™ sanitizer INSIGHT Colgate-Palmolive has a strong and longstanding commitment to sustainability."
"In 2018, Hilton launched its new Travel with Purpose 2030 targets aimed at driving positive social and environmental change on a global scale. The program seeks to advance sustainable travel globally, and contribute in a meaningful way to the UN Sustainable Development Goals.",greenwashing,0.5022036532163822,0.5022036532163822,positive,0.6246950475544243,,"In 2018, Hilton launched its new Travel with Purpose 2030 targets aimed at driving positive social and environmental change on a global scale. The program seeks to advance sustainable travel globally, and contribute in a meaningful way to the UN Sustainable Development Goals."
"Cleaning products Our Oasis Pro system dispenses professional cleaning products into reusable bottles from small pouches, replacing single-use spray bottles. Industrial chemistries in reusable totes By delivering products in one 330-gallon intermediate bulk container (IBC) instead of six 55-gallon drums, we save 87.2 pounds of plastic.",greenwashing,0.5014500067452473,0.5014500067452473,neutral,0.0,,"Cleaning products Our Oasis Pro system dispenses professional cleaning products into reusable bottles from small pouches, replacing single-use spray bottles. Industrial chemistries in reusable totes By delivering products in one 330-gallon intermediate bulk container (IBC) instead of six 55-gallon drums, we save 87.2 pounds of plastic."
"Our investments in people and nature address global challenges that threaten vital natural resources, so we can help ensure a healthy and sustainable future for all. partnerships for positive change 22 ECOLAB SUSTAINABILITY REPORT 2018 23 WATER STEWARDSHIP CLEAN, ABUNDANT WATER FOR ALL BRIDGING THE GAP BETWEEN CORPORATE WATER GOALS AND REAL RESULTS Most companies have water reduction goals, but too many don’t know how to achieve them.",not_greenwashing,0.502081367163772,0.4979186328362279,positive,0.6154574548966636,,"Our investments in people and nature address global challenges that threaten vital natural resources, so we can help ensure a healthy and sustainable future for all. partnerships for positive change 22 ECOLAB SUSTAINABILITY REPORT 2018 23 WATER STEWARDSHIP CLEAN, ABUNDANT WATER FOR ALL BRIDGING THE GAP BETWEEN CORPORATE WATER GOALS AND REAL RESULTS Most companies have water reduction goals, but too many don’t know how to achieve them."
"One example: using concentrated solid chemistries in shrink wrap instead of bulky liquids in large containers, which reduces plastic needed for packaging by 99 percent. Given what I see at Ecolab and beyond, I am optimistic that we can collectively forge a sustainable path forward.",not_greenwashing,0.5056353949268911,0.49436460507310886,positive,0.15075567228888181,,"One example: using concentrated solid chemistries in shrink wrap instead of bulky liquids in large containers, which reduces plastic needed for packaging by 99 percent. Given what I see at Ecolab and beyond, I am optimistic that we can collectively forge a sustainable path forward."
"As a result, Nalco Water was able to save the company 132 million gallons of water a year. solutions 3D TRASAR™ for Cooling Water Aquanomic™ Low-Temp Laundry Program Oasis Pro™ Housekeeping SMARTPOWER™ Solid Power XL Wash ‘n Walk Floor Cleaner $600,000 ANNUALLY FROM REDUCED WATER USE, ALONG WITH MORE EFFICIENT CHEMISTRY USE 3D TRASAR™ Water Management Technology On-site service and personalized customer training CASE STUDY CASE STUDY WATER WATER AIR WASTE ENERGY ANNUAL SAVINGS6 ANNUAL SAVINGS PRODUCTIVITY value delivered solutions 18 ECOLAB SUSTAINABILITY REPORT 2018 19 INSIGHT The restaurant sector is changing because of consumers’ evolving preferences— especially on the part of millennials.",not_greenwashing,0.5073642441610227,0.4926357558389774,neutral,0.1,,"As a result, Nalco Water was able to save the company 132 million gallons of water a year. solutions 3D TRASAR™ for Cooling Water Aquanomic™ Low-Temp Laundry Program Oasis Pro™ Housekeeping SMARTPOWER™ Solid Power XL Wash ‘n Walk Floor Cleaner $600,000 ANNUALLY FROM REDUCED WATER USE, ALONG WITH MORE EFFICIENT CHEMISTRY USE 3D TRASAR™ Water Management Technology On-site service and personalized customer training CASE STUDY CASE STUDY WATER WATER AIR WASTE ENERGY ANNUAL SAVINGS6 ANNUAL SAVINGS PRODUCTIVITY value delivered solutions 18 ECOLAB SUSTAINABILITY REPORT 2018 19 INSIGHT The restaurant sector is changing because of consumers’ evolving preferences— especially on the part of millennials."
"In addition, water use was added to an online dashboard. This was a key step toward helping the company make more informed decisions and achieving its goal of zero liquid discharge.",not_greenwashing,0.5079587600006014,0.49204123999939864,neutral,0.0,,"In addition, water use was added to an online dashboard. This was a key step toward helping the company make more informed decisions and achieving its goal of zero liquid discharge."
"But we also have unprecedented means at our disposal to meet these challenges. Digital technology is delivering insights that were previously unavailable and driving demand for smart, sustainable solutions.",not_greenwashing,0.5092677377587602,0.4907322622412398,positive,0.18569533817705186,sustainable solutions,"But we also have unprecedented means at our disposal to meet these challenges. Digital technology is delivering insights that were previously unavailable and driving demand for smart, <mark>sustainable solutions</mark>."
"Using the guide, facilities can improve their practices until they master truly circular water management and become “Water-smart.” The tool is free and publicly available for companies in any industry, anywhere in the world, whether they manage one facility or hundreds. www.smartwaternavigator.com GLOBAL WATER CHALLENGES TOOLS FOR CHANGE Water scarcity is the new normal.",not_greenwashing,0.5096095592935933,0.4903904407064067,neutral,0.0,,"Using the guide, facilities can improve their practices until they master truly circular water management and become “Water-smart.” The tool is free and publicly available for companies in any industry, anywhere in the world, whether they manage one facility or hundreds. www.smartwaternavigator.com GLOBAL WATER CHALLENGES TOOLS FOR CHANGE Water scarcity is the new normal."
12 ECOLAB SUSTAINABILITY REPORT 2018 13 WATER WATER SAFETY AIR PRODUCTIVITY PRODUCTIVITY ENERGY ENERGY ANNUAL SAVINGS INSIGHT India is home to 16 percent of the world’s population but has only 4 percent of the world’s water at its disposal.,not_greenwashing,0.5125433322041815,0.48745666779581853,neutral,0.0,,12 ECOLAB SUSTAINABILITY REPORT 2018 13 WATER WATER SAFETY AIR PRODUCTIVITY PRODUCTIVITY ENERGY ENERGY ANNUAL SAVINGS INSIGHT India is home to 16 percent of the world’s population but has only 4 percent of the world’s water at its disposal.
"You look for a way to make the most of the water you have and ensure that it is clean, so you can achieve optimum system performance and bring down the costs associated with periods of water scarcity.",not_greenwashing,0.5139293947565027,0.48607060524349727,positive,0.16222142113076254,,"You look for a way to make the most of the water you have and ensure that it is clean, so you can achieve optimum system performance and bring down the costs associated with periods of water scarcity."
"India also is one of the largest producers of steel, a highly water-dependent industry. While much of that water is recycled, in 2017 the steel industry in India used approximately 118 billion gallons of water.",not_greenwashing,0.5155544036574322,0.48444559634256784,neutral,0.0,,"India also is one of the largest producers of steel, a highly water-dependent industry. While much of that water is recycled, in 2017 the steel industry in India used approximately 118 billion gallons of water."
"Independent restaurants and regional chains are gaining in popularity, with almost 250,000 independent restaurants in the U.S. alone. While the large chains have dedicated supply chain, sustainability and food safety teams, the independent restaurateurs often have to work things out for themselves.",not_greenwashing,0.5164536529388635,0.4835463470611366,neutral,0.0,,"Independent restaurants and regional chains are gaining in popularity, with almost 250,000 independent restaurants in the U.S. alone. While the large chains have dedicated supply chain, sustainability and food safety teams, the independent restaurateurs often have to work things out for themselves."
"It is a zero liquid discharge site that recycles its treated wastewater for use in the plant’s utilities and landscaping. Prior to working with Ecolab, cleaning and sanitizing the plant was a manual, hot water-only process that consumed significant time, water and energy.",not_greenwashing,0.5171894920211952,0.48281050797880476,neutral,0.0,,"It is a zero liquid discharge site that recycles its treated wastewater for use in the plant’s utilities and landscaping. Prior to working with Ecolab, cleaning and sanitizing the plant was a manual, hot water-only process that consumed significant time, water and energy."
"We all must work together to make the most of this opportunity. If we seize it now, we can build an economy that offers sustainable growth for all without creating additional harm to our planet.",not_greenwashing,0.5172274610002574,0.48277253899974265,neutral,0.0,,"We all must work together to make the most of this opportunity. If we seize it now, we can build an economy that offers sustainable growth for all without creating additional harm to our planet."
"As a result of its partnership with Ecolab, ADM has been able to operate more efficiently while conserving natural resources. This has significantly reduced operational costs and helped the company achieve its sustainability goals.",not_greenwashing,0.521082426091609,0.47891757390839096,positive,0.17149858514250882,,"As a result of its partnership with Ecolab, ADM has been able to operate more efficiently while conserving natural resources. This has significantly reduced operational costs and helped the company achieve its sustainability goals."
"As a result, we have been able to expand colloidal silica manufacturing while using less water per ton. In addition, Clearing installed a water reclamation system that takes wastewater from the colloidal process and treats it for reuse.",not_greenwashing,0.5221559323712451,0.47784406762875486,neutral,0.0,,"As a result, we have been able to expand colloidal silica manufacturing while using less water per ton. In addition, Clearing installed a water reclamation system that takes wastewater from the colloidal process and treats it for reuse."
"ACCELERATING MEANINGFUL CHANGE 2018 Sustainability Report The world is at a crossroads. We see a growing global sense of urgency about challenges such as climate change, water scarcity, food security and public health.",not_greenwashing,0.5227485393527147,0.4772514606472853,neutral,0.0,meaningful change,"ACCELERATING <mark>MEANINGFUL CHANGE</mark> 2018 Sustainability Report The world is at a crossroads. We see a growing global sense of urgency about challenges such as climate change, water scarcity, food security and public health."
"HELPING ADM SAVE 2.3 BILLION GALLONS OF WATER ANNUALLY The Archer Daniels Midland (ADM) Company has a key role to play in feeding the world, and it counts environmental responsibility among its core values.",not_greenwashing,0.5228528500088803,0.47714714999111973,neutral,0.0,,"HELPING ADM SAVE 2.3 BILLION GALLONS OF WATER ANNUALLY The Archer Daniels Midland (ADM) Company has a key role to play in feeding the world, and it counts environmental responsibility among its core values."
"All rights reserved. 54245/0800/0519 TM ON THE COVER Far left: Jamie Derosier, Ecolab senior global corporate account manager (pictured right), with our Colgate-Palmolive partner, Malaquias Jimenez, technical director, Global Home Care Near left: Cecilia Coates, water stewardship associate, Colgate-Palmolive, with Ecolab's Jamie Derosier Our 2018 Corporate Sustainability Report and complete GRI Index can be found at www.ecolab.com/sustainability.",not_greenwashing,0.5233835199837016,0.4766164800162984,neutral,0.0,,"All rights reserved. 54245/0800/0519 TM ON THE COVER Far left: Jamie Derosier, Ecolab senior global corporate account manager (pictured right), with our Colgate-Palmolive partner, Malaquias Jimenez, technical director, Global Home Care Near left: Cecilia Coates, water stewardship associate, Colgate-Palmolive, with Ecolab's Jamie Derosier Our 2018 Corporate Sustainability Report and complete GRI Index can be found at www.ecolab.com/sustainability."
"By partnering with Ecolab, SAP is proactively managing the risks associated with the water used at its data centers globally. SAP is staying ahead of the game and demonstrating that it is a leader in the industry when it comes to water safety management practices and commitment to water safety.",not_greenwashing,0.5264469305501503,0.47355306944984965,neutral,0.0,,"By partnering with Ecolab, SAP is proactively managing the risks associated with the water used at its data centers globally. SAP is staying ahead of the game and demonstrating that it is a leader in the industry when it comes to water safety management practices and commitment to water safety."
"The drivers for our emissions reductions are renewable electricity purchases in Europe and increased overall water and energy efficiency. Thanks to a North American renewable electricity deal we signed in 2018 (see page 32), we are set to surpass our global greenhouse gas emissions goal significantly.",not_greenwashing,0.527928629432058,0.4720713705679421,neutral,0.0,,"The drivers for our emissions reductions are renewable electricity purchases in Europe and increased overall water and energy efficiency. Thanks to a North American renewable electricity deal we signed in 2018 (see page 32), we are set to surpass our global greenhouse gas emissions goal significantly."
"We are making systematic investments in reducing, reusing and recycling water at our plants around the world. Building on steady efficiency gains, we are closing in on our greenhouse gas emissions reduction goal of 10 percent by 2020, and thanks to a renewable power deal that we closed in 2018, we are set to surpass it significantly.",not_greenwashing,0.5322239653911154,0.4677760346088846,neutral,0.0,,"We are making systematic investments in reducing, reusing and recycling water at our plants around the world. Building on steady efficiency gains, we are closing in on our greenhouse gas emissions reduction goal of 10 percent by 2020, and thanks to a renewable power deal that we closed in 2018, we are set to surpass it significantly."
"32 ECOLAB SUSTAINABILITY REPORT 2018 33 SUPPLY CHAIN INVESTING WHERE IT MATTERS PLASTIC REDUCTION: 99% PLASTIC REDUCTION: 10 MILLION POUNDS IN 2018 4 MILLION PLASTIC DRUMS SAVED SINCE 1985 PLASTIC REDUCTION: 99% A new wind farm to be constructed by Clearway is expected to cover 100 percent of Ecolab's annual energy use in the United States. x70 -90% -95% -98.7% -68.1% how we did it What we do for our customers, we do ourselves.",not_greenwashing,0.5362018183139963,0.46379818168600373,neutral,0.0,,"32 ECOLAB SUSTAINABILITY REPORT 2018 33 SUPPLY CHAIN INVESTING WHERE IT MATTERS PLASTIC REDUCTION: 99% PLASTIC REDUCTION: 10 MILLION POUNDS IN 2018 4 MILLION PLASTIC DRUMS SAVED SINCE 1985 PLASTIC REDUCTION: 99% A new wind farm to be constructed by Clearway is expected to cover 100 percent of Ecolab's annual energy use in the United States. x70 -90% -95% -98.7% -68.1% how we did it What we do for our customers, we do ourselves."
"But colloidal silica manufacturing is waterintensive. The Clearing plant consumes a quarter of all water used in Ecolab’s manufacturing facilities, more than any other. One of the ways that we are reducing water use at Clearing is by reusing process water.",not_greenwashing,0.5363393085067182,0.4636606914932818,neutral,0.0,,"But colloidal silica manufacturing is waterintensive. The Clearing plant consumes a quarter of all water used in Ecolab’s manufacturing facilities, more than any other. One of the ways that we are reducing water use at Clearing is by reusing process water."
"The policies establish a common set of expectations and tools for all employees. Our global safety programs are easily accessible for employees through an app that works on all mobile devices and is available in 19 languages, providing a truly global tool that matches the needs of our workforce.",not_greenwashing,0.537961484110956,0.462038515889044,neutral,0.0,,"The policies establish a common set of expectations and tools for all employees. Our global safety programs are easily accessible for employees through an app that works on all mobile devices and is available in 19 languages, providing a truly global tool that matches the needs of our workforce."
"It’s all part of our purpose —to make the world cleaner, safer and healthier. building on our progress everywhere, every day HOW WE LEAD 28 ECOLAB SUSTAINABILITY REPORT 2018 29 OUR COMMITMENT TO DIVERSITY AND INCLUSION Ecolab believes the best teams are diverse and inclusive.",not_greenwashing,0.5387218755130008,0.4612781244869993,positive,0.15249857033260467,,"It’s all part of our purpose —to make the world cleaner, safer and healthier. building on our progress everywhere, every day HOW WE LEAD 28 ECOLAB SUSTAINABILITY REPORT 2018 29 OUR COMMITMENT TO DIVERSITY AND INCLUSION Ecolab believes the best teams are diverse and inclusive."
"8 ECOLAB SUSTAINABILITY REPORT 2018 9 TECHNOLOGY HELPS GLOBAL TOOTHPASTE MANUFACTURER SAVE WATER AND DRIVE PRODUCTIVITY With a strong culture of sustainability, Colgate-Palmolive is committed to conserving water and energy and enhancing the efficiency of its global operations.",not_greenwashing,0.5396236798615474,0.46037632013845264,neutral,0.0,,"8 ECOLAB SUSTAINABILITY REPORT 2018 9 TECHNOLOGY HELPS GLOBAL TOOTHPASTE MANUFACTURER SAVE WATER AND DRIVE PRODUCTIVITY With a strong culture of sustainability, Colgate-Palmolive is committed to conserving water and energy and enhancing the efficiency of its global operations."
"Ultis™ Dry2 Strength Technology is a dry-format chemical additive that helps paper companies produce stronger, lighter boxes, with less fiber and energy. With its lighter weight and compact packaging, it is safer to handle than liquid formulations and can cut transportation needs by up to 90 percent, which reduces our customers’ carbon footprints.",not_greenwashing,0.5401908273517526,0.4598091726482474,neutral,0.0,,"Ultis™ Dry2 Strength Technology is a dry-format chemical additive that helps paper companies produce stronger, lighter boxes, with less fiber and energy. With its lighter weight and compact packaging, it is safer to handle than liquid formulations and can cut transportation needs by up to 90 percent, which reduces our customers’ carbon footprints."
"CHAIRMAN AND CHIEF EXECUTIVE OFFICER Given what I see at Ecolab and beyond, I am optimistic that we can collectively forge a sustainable path forward. WITH A COMPELLING BUSINESS CASE FOR SUSTAINABILITY, GOOD THINGS HAPPEN.",not_greenwashing,0.5457474400208093,0.4542525599791906,positive,0.3380617018914066,,"CHAIRMAN AND CHIEF EXECUTIVE OFFICER Given what I see at Ecolab and beyond, I am optimistic that we can collectively forge a sustainable path forward. WITH A COMPELLING BUSINESS CASE FOR SUSTAINABILITY, GOOD THINGS HAPPEN."
"With nearly 6,000 members and 72 global chapters, membership grew by 25 percent in 2018. PRODUCT SUSTAINABILITY We take a holistic approach to product sustainability, focusing on the total outcomes of our solutions.",not_greenwashing,0.5473847819341143,0.45261521806588567,neutral,0.0,,"With nearly 6,000 members and 72 global chapters, membership grew by 25 percent in 2018. PRODUCT SUSTAINABILITY We take a holistic approach to product sustainability, focusing on the total outcomes of our solutions."
"Today, for instance, we have 40,000 of our connected 3D TRASAR™ smart water sensors deployed worldwide, across a host of industries. Thanks to that network, we can spot trends that were previously invisible and address problems before they happen.",not_greenwashing,0.5479063375128379,0.4520936624871621,neutral,0.0,,"Today, for instance, we have 40,000 of our connected 3D TRASAR™ smart water sensors deployed worldwide, across a host of industries. Thanks to that network, we can spot trends that were previously invisible and address problems before they happen."
"Almost every single one of them has at least one dishwasher. With all those units in operation, there’s enormous potential for water and energy savings.” JONATHAN BUTWINICK, ECOLAB RESEARCH, DEVELOPMENT & ENGINEERING PROGRAM LEADER MARKETGUARD™ 365 collects and consolidates food safety data for food retail operators through an online portal and mobile app.",not_greenwashing,0.5487053157219793,0.45129468427802066,neutral,0.0,,"Almost every single one of them has at least one dishwasher. With all those units in operation, there’s enormous potential for water and energy savings.” JONATHAN BUTWINICK, ECOLAB RESEARCH, DEVELOPMENT & ENGINEERING PROGRAM LEADER MARKETGUARD™ 365 collects and consolidates food safety data for food retail operators through an online portal and mobile app."
The safety questions had the most positive ratings on the global survey. Ecolab’s 85 percent positive response rate was significantly higher than the benchmark for other Fortune 500 companies.,not_greenwashing,0.5498492336397978,0.4501507663602022,positive,0.3779644730092272,,The safety questions had the most positive ratings on the global survey. Ecolab’s 85 percent positive response rate was significantly higher than the benchmark for other Fortune 500 companies.
"By 2020, the global oral care, home care, personal care products and pet nutrition company aims to reduce water intensity in its manufacturing operations by half, energy intensity by one-third and absolute greenhouse gas emissions by 25 percent, all over a 2002 baseline.",not_greenwashing,0.5511716056824468,0.44882839431755317,neutral,0.0,,"By 2020, the global oral care, home care, personal care products and pet nutrition company aims to reduce water intensity in its manufacturing operations by half, energy intensity by one-third and absolute greenhouse gas emissions by 25 percent, all over a 2002 baseline."
